ID,cluster_ID
ParlaMint-GB_2016-05-26-commons.u521,26
ParlaMint-GB_2015-12-15-commons.u214,26
ParlaMint-GB_2018-03-21-commons.u252,26
ParlaMint-GB_2019-04-03-commons.u569,-1
ParlaMint-GB_2015-02-25-commons.u225,26
ParlaMint-GB_2019-12-20-commons.u118,26
ParlaMint-GB_2018-01-22-commons.u205,26
ParlaMint-GB_2015-06-25-commons.u176,26
ParlaMint-GB_2020-07-16-commons.u491,26
ParlaMint-GB_2018-03-06-commons.u152,8
ParlaMint-GB_2019-06-20-commons.u69,-1
ParlaMint-GB_2020-01-13-commons.u320,26
ParlaMint-GB_2020-12-14-commons.u151,-1
ParlaMint-GB_2021-11-29-commons.u171,-1
ParlaMint-GB_2018-10-31-commons.u361,26
ParlaMint-GB_2018-09-06-commons.u200,26
ParlaMint-GB_2018-10-15-commons.u419,-1
ParlaMint-GB_2017-11-07-commons.u184,26
ParlaMint-GB_2018-01-11-commons.u279,-1
ParlaMint-GB_2020-03-11-commons.u156,26
ParlaMint-GB_2015-03-04-commons.u216,26
ParlaMint-GB_2022-03-01-commons.u450,26
ParlaMint-GB_2016-12-01-commons.u79,26
ParlaMint-GB_2016-12-19-commons.u81,26
ParlaMint-GB_2022-02-09-commons.u191,26
ParlaMint-GB_2015-11-30-commons.u3,26
ParlaMint-GB_2022-01-13-commons.u83,26
ParlaMint-GB_2016-02-08-commons.u55,-1
ParlaMint-GB_2019-07-15-commons.u428,26
ParlaMint-GB_2017-11-07-commons.u2,-1
ParlaMint-GB_2017-11-30-commons.u186,19
ParlaMint-GB_2015-12-14-commons.u28,-1
ParlaMint-GB_2019-07-03-commons.u228,-1
ParlaMint-GB_2016-11-17-commons.u132,26
ParlaMint-GB_2021-12-08-commons.u291,-1
ParlaMint-GB_2018-07-11-commons.u48,-1
ParlaMint-GB_2019-03-06-commons.u78,-1
ParlaMint-GB_2016-01-25-commons.u158,-1
ParlaMint-GB_2021-09-23-commons.u90,26
ParlaMint-GB_2020-06-18-commons.u273,-1
ParlaMint-GB_2018-10-29-commons.u127,26
ParlaMint-GB_2016-06-06-commons.u104,-1
ParlaMint-GB_2016-02-29-commons.u468,-1
ParlaMint-GB_2017-10-26-commons.u250,26
ParlaMint-GB_2017-01-09-commons.u132,26
ParlaMint-GB_2020-12-01-commons.u36,-1
ParlaMint-GB_2015-01-12-commons.u186,26
ParlaMint-GB_2017-07-10-commons.u219,26
ParlaMint-GB_2016-07-18-commons.u442,26
ParlaMint-GB_2020-01-28-commons.u296,-1
ParlaMint-GB_2021-04-20-commons.u17,26
ParlaMint-GB_2018-02-21-commons.u300,26
ParlaMint-GB_2015-06-17-commons.u373,26
ParlaMint-GB_2021-11-15-commons.u420,26
ParlaMint-GB_2015-11-25-commons.u44,26
ParlaMint-GB_2015-02-10-commons.u48,11
ParlaMint-GB_2019-06-24-commons.u53,26
ParlaMint-GB_2018-11-06-commons.u251,16
ParlaMint-GB_2015-10-20-commons.u410,-1
ParlaMint-GB_2017-01-25-commons.u112,-1
ParlaMint-GB_2022-06-06-commons.u279,-1
ParlaMint-GB_2019-09-25-commons.u343,-1
ParlaMint-GB_2020-10-06-commons.u325,26
ParlaMint-GB_2018-03-07-commons.u59,26
ParlaMint-GB_2022-01-13-commons.u155,26
ParlaMint-GB_2019-02-28-commons.u230,-1
ParlaMint-GB_2018-11-13-commons.u439,26
ParlaMint-GB_2020-06-08-commons.u482,26
ParlaMint-GB_2021-07-14-commons.u180,-1
ParlaMint-GB_2016-01-06-commons.u52,27
ParlaMint-GB_2020-10-12-commons.u401,26
ParlaMint-GB_2019-01-29-commons.u565,26
ParlaMint-GB_2018-12-18-commons.u478,26
ParlaMint-GB_2016-09-13-commons.u319,26
ParlaMint-GB_2017-04-25-commons.u45,-1
ParlaMint-GB_2022-02-28-commons.u516,-1
ParlaMint-GB_2019-04-11-commons.u110,11
ParlaMint-GB_2016-12-16-commons.u171,26
ParlaMint-GB_2019-04-10-commons.u448,26
ParlaMint-GB_2022-01-06-commons.u439,26
ParlaMint-GB_2017-01-13-commons.u1,26
ParlaMint-GB_2017-11-14-commons.u47,26
ParlaMint-GB_2020-05-20-commons.u247,-1
ParlaMint-GB_2022-02-02-commons.u396,26
ParlaMint-GB_2016-06-13-commons.u139,26
ParlaMint-GB_2018-11-21-commons.u144,26
ParlaMint-GB_2018-11-12-commons.u327,26
ParlaMint-GB_2020-02-11-commons.u432,-1
ParlaMint-GB_2016-07-04-commons.u233,26
ParlaMint-GB_2017-06-21-commons.u119,26
ParlaMint-GB_2020-12-14-commons.u358,-1
ParlaMint-GB_2015-03-25-commons.u181,26
ParlaMint-GB_2018-07-02-commons.u289,26
ParlaMint-GB_2016-11-15-commons.u241,-1
ParlaMint-GB_2017-06-28-commons.u282,-1
ParlaMint-GB_2015-10-16-commons.u147,0
ParlaMint-GB_2022-06-07-commons.u309,-1
ParlaMint-GB_2019-05-23-commons.u252,26
ParlaMint-GB_2020-06-02-commons.u117,26
ParlaMint-GB_2017-10-23-commons.u323,26
ParlaMint-GB_2016-03-02-commons.u284,-1
ParlaMint-GB_2019-01-21-commons.u52,-1
ParlaMint-GB_2021-04-27-commons.u60,-1
ParlaMint-GB_2018-03-07-commons.u198,26
ParlaMint-GB_2021-04-29-commons.u72,-1
ParlaMint-GB_2019-09-04-commons.u470,-1
ParlaMint-GB_2015-09-07-commons.u321,-1
ParlaMint-GB_2022-01-12-commons.u79,26
ParlaMint-GB_2015-03-19-commons.u310,-1
ParlaMint-GB_2019-10-22-commons.u383,26
ParlaMint-GB_2017-02-21-commons.u13,26
ParlaMint-GB_2018-05-10-commons.u108,-1
ParlaMint-GB_2020-03-19-commons.u87,-1
ParlaMint-GB_2019-01-29-commons.u473,26
ParlaMint-GB_2019-06-12-commons.u477,3
ParlaMint-GB_2019-04-10-commons.u361,26
ParlaMint-GB_2015-11-17-commons.u366,26
ParlaMint-GB_2018-05-22-commons.u440,26
ParlaMint-GB_2018-01-08-commons.u373,26
ParlaMint-GB_2019-05-07-commons.u147,26
ParlaMint-GB_2021-06-30-commons.u222,26
ParlaMint-GB_2020-03-12-commons.u390,26
ParlaMint-GB_2018-07-19-commons.u171,-1
ParlaMint-GB_2019-09-25-commons.u899,-1
ParlaMint-GB_2022-02-21-commons.u308,-1
ParlaMint-GB_2017-04-26-commons.u167,26
ParlaMint-GB_2020-09-01-commons.u353,26
ParlaMint-GB_2018-01-30-commons.u390,12
ParlaMint-GB_2015-02-10-commons.u42,26
ParlaMint-GB_2016-04-28-commons.u231,-1
ParlaMint-GB_2019-05-16-commons.u351,26
ParlaMint-GB_2018-11-14-commons.u223,26
ParlaMint-GB_2021-11-15-commons.u244,26
ParlaMint-GB_2019-02-05-commons.u470,26
ParlaMint-GB_2017-09-07-commons.u297,-1
ParlaMint-GB_2016-02-05-commons.u39,26
ParlaMint-GB_2016-10-27-commons.u234,-1
ParlaMint-GB_2018-09-04-commons.u142,11
ParlaMint-GB_2017-12-11-commons.u163,26
ParlaMint-GB_2020-06-02-commons.u322,-1
ParlaMint-GB_2020-09-30-commons.u313,-1
ParlaMint-GB_2015-01-26-commons.u225,26
ParlaMint-GB_2020-12-14-commons.u189,-1
ParlaMint-GB_2016-01-22-commons.u34,26
ParlaMint-GB_2015-10-30-commons.u188,-1
ParlaMint-GB_2017-02-27-commons.u59,-1
ParlaMint-GB_2019-03-27-commons.u24,26
ParlaMint-GB_2020-04-27-commons.u154,-1
ParlaMint-GB_2019-02-05-commons.u449,26
ParlaMint-GB_2018-03-14-commons.u521,-1
ParlaMint-GB_2017-03-14-commons.u59,-1
ParlaMint-GB_2017-11-06-commons.u104,-1
ParlaMint-GB_2020-03-23-commons.u399,26
ParlaMint-GB_2018-12-11-commons.u351,26
ParlaMint-GB_2019-10-29-commons.u725,26
ParlaMint-GB_2021-11-25-commons.u249,26
ParlaMint-GB_2020-09-03-commons.u31,26
ParlaMint-GB_2017-11-22-commons.u55,26
ParlaMint-GB_2015-06-01-commons.u257,26
ParlaMint-GB_2016-06-14-commons.u313,-1
ParlaMint-GB_2018-05-23-commons.u25,-1
ParlaMint-GB_2018-12-13-commons.u127,-1
ParlaMint-GB_2018-10-29-commons.u167,26
ParlaMint-GB_2016-05-09-commons.u72,26
ParlaMint-GB_2022-01-18-commons.u372,26
ParlaMint-GB_2016-02-02-commons.u319,-1
ParlaMint-GB_2016-06-13-commons.u192,26
ParlaMint-GB_2019-02-25-commons.u404,26
ParlaMint-GB_2017-11-16-commons.u446,26
ParlaMint-GB_2021-06-28-commons.u107,-1
ParlaMint-GB_2018-03-27-commons.u241,26
ParlaMint-GB_2015-01-05-commons.u364,-1
ParlaMint-GB_2019-01-07-commons.u199,26
ParlaMint-GB_2022-02-01-commons.u84,26
ParlaMint-GB_2020-03-24-commons.u56,26
ParlaMint-GB_2017-12-04-commons.u417,26
ParlaMint-GB_2016-10-26-commons.u149,-1
ParlaMint-GB_2016-01-07-commons.u331,26
ParlaMint-GB_2016-11-02-commons.u127,-1
ParlaMint-GB_2020-12-03-commons.u101,-1
ParlaMint-GB_2021-04-20-commons.u197,-1
ParlaMint-GB_2021-07-13-commons.u269,-1
ParlaMint-GB_2018-10-23-commons.u324,26
ParlaMint-GB_2022-01-26-commons.u23,26
ParlaMint-GB_2022-05-23-commons.u323,26
ParlaMint-GB_2018-05-16-commons.u186,26
ParlaMint-GB_2017-03-30-commons.u195,26
ParlaMint-GB_2015-10-14-commons.u127,-1
ParlaMint-GB_2018-03-26-commons.u195,26
ParlaMint-GB_2022-07-07-commons.u247,26
ParlaMint-GB_2017-11-21-commons.u385,26
ParlaMint-GB_2017-11-02-commons.u135,26
ParlaMint-GB_2016-07-06-commons.u280,-1
ParlaMint-GB_2018-05-02-commons.u322,26
ParlaMint-GB_2021-11-25-commons.u219,-1
ParlaMint-GB_2015-10-28-commons.u362,26
ParlaMint-GB_2022-07-18-commons.u140,26
ParlaMint-GB_2015-12-17-commons.u250,-1
ParlaMint-GB_2019-09-30-commons.u23,26
ParlaMint-GB_2016-10-25-commons.u100,26
ParlaMint-GB_2016-03-15-commons.u246,26
ParlaMint-GB_2018-02-05-commons.u551,26
ParlaMint-GB_2021-01-25-commons.u167,26
ParlaMint-GB_2017-09-13-commons.u191,26
ParlaMint-GB_2016-04-13-commons.u288,26
ParlaMint-GB_2015-11-10-commons.u565,26
ParlaMint-GB_2015-11-18-commons.u198,26
ParlaMint-GB_2016-10-25-commons.u191,26
ParlaMint-GB_2019-03-27-commons.u604,26
ParlaMint-GB_2021-12-15-commons.u12,-1
ParlaMint-GB_2015-03-04-commons.u384,26
ParlaMint-GB_2019-07-10-commons.u69,26
ParlaMint-GB_2020-07-08-commons.u348,26
ParlaMint-GB_2017-01-12-commons.u328,-1
ParlaMint-GB_2017-10-20-commons.u105,-1
ParlaMint-GB_2021-09-07-commons.u449,26
ParlaMint-GB_2016-11-02-commons.u159,26
ParlaMint-GB_2016-07-04-commons.u359,26
ParlaMint-GB_2018-07-10-commons.u364,26
ParlaMint-GB_2015-11-20-commons.u181,5
ParlaMint-GB_2021-09-06-commons.u128,-1
ParlaMint-GB_2021-09-23-commons.u237,26
ParlaMint-GB_2015-10-21-commons.u378,26
ParlaMint-GB_2022-06-20-commons.u13,-1
ParlaMint-GB_2016-06-14-commons.u346,26
ParlaMint-GB_2020-02-24-commons.u52,26
ParlaMint-GB_2021-12-16-commons.u116,11
ParlaMint-GB_2016-03-15-commons.u13,-1
ParlaMint-GB_2021-07-21-commons.u78,26
ParlaMint-GB_2022-03-08-commons.u403,26
ParlaMint-GB_2019-01-30-commons.u210,26
ParlaMint-GB_2018-12-05-commons.u206,19
ParlaMint-GB_2015-06-23-commons.u41,-1
ParlaMint-GB_2021-05-17-commons.u77,-1
ParlaMint-GB_2019-03-06-commons.u6,26
ParlaMint-GB_2022-03-16-commons.u47,26
ParlaMint-GB_2021-11-23-commons.u121,26
ParlaMint-GB_2018-06-07-commons.u76,26
ParlaMint-GB_2020-06-04-commons.u316,26
ParlaMint-GB_2022-01-12-commons.u23,26
ParlaMint-GB_2015-03-05-commons.u260,26
ParlaMint-GB_2021-06-10-commons.u266,16
ParlaMint-GB_2016-07-11-commons.u7,26
ParlaMint-GB_2021-07-13-commons.u303,26
ParlaMint-GB_2018-11-12-commons.u316,-1
ParlaMint-GB_2017-10-16-commons.u278,-1
ParlaMint-GB_2016-07-18-commons.u288,26
ParlaMint-GB_2021-07-06-commons.u170,-1
ParlaMint-GB_2020-02-03-commons.u213,26
ParlaMint-GB_2020-02-03-commons.u87,12
ParlaMint-GB_2021-10-21-commons.u347,-1
ParlaMint-GB_2019-01-09-commons.u308,0
ParlaMint-GB_2018-05-01-commons.u230,26
ParlaMint-GB_2015-06-17-commons.u410,-1
ParlaMint-GB_2020-05-06-commons.u99,26
ParlaMint-GB_2021-01-25-commons.u59,-1
ParlaMint-GB_2019-03-20-commons.u243,26
ParlaMint-GB_2019-02-21-commons.u262,-1
ParlaMint-GB_2021-09-22-commons.u150,26
ParlaMint-GB_2022-03-10-commons.u159,-1
ParlaMint-GB_2016-09-06-commons.u296,-1
ParlaMint-GB_2022-04-26-commons.u157,-1
ParlaMint-GB_2015-03-02-commons.u164,26
ParlaMint-GB_2020-05-11-commons.u121,-1
ParlaMint-GB_2022-02-07-commons.u56,21
ParlaMint-GB_2019-04-23-commons.u21,-1
ParlaMint-GB_2021-11-08-commons.u205,-1
ParlaMint-GB_2018-07-17-commons.u308,26
ParlaMint-GB_2015-11-18-commons.u335,26
ParlaMint-GB_2018-06-06-commons.u214,26
ParlaMint-GB_2022-06-09-commons.u92,11
ParlaMint-GB_2021-11-17-commons.u206,0
ParlaMint-GB_2017-02-23-commons.u406,26
ParlaMint-GB_2015-01-15-commons.u364,0
ParlaMint-GB_2020-10-12-commons.u39,22
ParlaMint-GB_2021-01-19-commons.u19,26
ParlaMint-GB_2020-02-03-commons.u294,-1
ParlaMint-GB_2020-02-05-commons.u22,26
ParlaMint-GB_2020-12-16-commons.u266,26
ParlaMint-GB_2021-01-11-commons.u209,-1
ParlaMint-GB_2022-01-06-commons.u346,-1
ParlaMint-GB_2018-11-28-commons.u130,26
ParlaMint-GB_2018-12-06-commons.u121,26
ParlaMint-GB_2016-07-05-commons.u339,26
ParlaMint-GB_2016-11-18-commons.u286,-1
ParlaMint-GB_2016-06-27-commons.u462,26
ParlaMint-GB_2016-07-13-commons.u13,26
ParlaMint-GB_2017-07-20-commons.u268,-1
ParlaMint-GB_2018-05-24-commons.u264,26
ParlaMint-GB_2018-04-24-commons.u358,26
ParlaMint-GB_2021-11-17-commons.u26,-1
ParlaMint-GB_2018-01-31-commons.u294,26
ParlaMint-GB_2022-04-28-commons.u74,11
ParlaMint-GB_2015-11-16-commons.u513,26
ParlaMint-GB_2022-01-10-commons.u288,26
ParlaMint-GB_2018-12-20-commons.u106,-1
ParlaMint-GB_2022-01-06-commons.u123,-1
ParlaMint-GB_2016-05-11-commons.u161,-1
ParlaMint-GB_2019-10-01-commons.u332,26
ParlaMint-GB_2018-05-10-commons.u150,-1
ParlaMint-GB_2016-01-14-commons.u370,26
ParlaMint-GB_2018-06-21-commons.u525,26
ParlaMint-GB_2016-02-08-commons.u108,-1
ParlaMint-GB_2019-04-09-commons.u398,26
ParlaMint-GB_2019-09-03-commons.u48,26
ParlaMint-GB_2017-12-20-commons.u386,-1
ParlaMint-GB_2017-01-11-commons.u260,26
ParlaMint-GB_2021-06-17-commons.u284,26
ParlaMint-GB_2020-10-12-commons.u83,-1
ParlaMint-GB_2020-01-20-commons.u286,26
ParlaMint-GB_2015-07-16-commons.u116,15
ParlaMint-GB_2017-02-27-commons.u238,26
ParlaMint-GB_2021-12-08-commons.u449,26
ParlaMint-GB_2015-12-16-commons.u445,26
ParlaMint-GB_2017-07-19-commons.u443,26
ParlaMint-GB_2016-02-29-commons.u366,26
ParlaMint-GB_2019-06-13-commons.u239,26
ParlaMint-GB_2021-12-13-commons.u102,-1
ParlaMint-GB_2018-03-14-commons.u17,26
ParlaMint-GB_2018-07-18-commons.u158,23
ParlaMint-GB_2022-02-21-commons.u482,-1
ParlaMint-GB_2019-04-09-commons.u135,-1
ParlaMint-GB_2020-11-16-commons.u196,7
ParlaMint-GB_2015-06-17-commons.u310,-1
ParlaMint-GB_2022-01-25-commons.u131,4
ParlaMint-GB_2016-11-14-commons.u91,26
ParlaMint-GB_2018-04-24-commons.u104,-1
ParlaMint-GB_2022-03-02-commons.u86,26
ParlaMint-GB_2017-07-11-commons.u8,26
ParlaMint-GB_2016-11-02-commons.u261,-1
ParlaMint-GB_2016-01-07-commons.u76,-1
ParlaMint-GB_2019-03-25-commons.u332,26
ParlaMint-GB_2017-12-04-commons.u225,-1
ParlaMint-GB_2018-01-25-commons.u274,26
ParlaMint-GB_2021-11-15-commons.u170,-1
ParlaMint-GB_2020-09-07-commons.u71,26
ParlaMint-GB_2020-03-13-commons.u124,26
ParlaMint-GB_2021-02-02-commons.u101,8
ParlaMint-GB_2016-05-09-commons.u460,26
ParlaMint-GB_2020-01-23-commons.u91,26
ParlaMint-GB_2022-02-07-commons.u53,21
ParlaMint-GB_2016-07-11-commons.u282,-1
ParlaMint-GB_2015-11-04-commons.u212,-1
ParlaMint-GB_2019-03-13-commons.u486,-1
ParlaMint-GB_2018-02-08-commons.u157,-1
ParlaMint-GB_2017-01-09-commons.u476,26
ParlaMint-GB_2018-07-09-commons.u314,26
ParlaMint-GB_2021-12-16-commons.u8,-1
ParlaMint-GB_2019-07-09-commons.u230,26
ParlaMint-GB_2020-11-26-commons.u210,26
ParlaMint-GB_2017-10-31-commons.u61,26
ParlaMint-GB_2016-02-01-commons.u2,26
ParlaMint-GB_2022-03-24-commons.u317,0
ParlaMint-GB_2016-03-21-commons.u352,-1
ParlaMint-GB_2018-03-16-commons.u261,-1
ParlaMint-GB_2017-09-12-commons.u560,26
ParlaMint-GB_2016-02-29-commons.u550,26
ParlaMint-GB_2018-01-16-commons.u480,26
ParlaMint-GB_2017-09-06-commons.u327,26
ParlaMint-GB_2021-11-22-commons.u449,-1
ParlaMint-GB_2019-09-05-commons.u198,26
ParlaMint-GB_2018-03-21-commons.u70,26
ParlaMint-GB_2019-04-23-commons.u81,13
ParlaMint-GB_2015-11-24-commons.u602,-1
ParlaMint-GB_2020-11-16-commons.u69,17
ParlaMint-GB_2019-10-16-commons.u98,26
ParlaMint-GB_2021-07-06-commons.u227,26
ParlaMint-GB_2019-09-09-commons.u692,26
ParlaMint-GB_2020-10-14-commons.u129,-1
ParlaMint-GB_2019-04-04-commons.u55,26
ParlaMint-GB_2021-06-17-commons.u211,26
ParlaMint-GB_2015-10-14-commons.u280,26
ParlaMint-GB_2015-11-24-commons.u295,26
ParlaMint-GB_2016-11-01-commons.u45,-1
ParlaMint-GB_2016-09-07-commons.u122,26
ParlaMint-GB_2022-02-09-commons.u60,-1
ParlaMint-GB_2021-07-20-commons.u337,-1
ParlaMint-GB_2019-09-25-commons.u576,26
ParlaMint-GB_2019-01-08-commons.u328,-1
ParlaMint-GB_2019-05-07-commons.u211,14
ParlaMint-GB_2019-03-27-commons.u93,26
ParlaMint-GB_2017-01-11-commons.u345,26
ParlaMint-GB_2017-04-18-commons.u294,-1
ParlaMint-GB_2019-05-16-commons.u145,26
ParlaMint-GB_2019-07-02-commons.u424,26
ParlaMint-GB_2016-10-24-commons.u208,26
ParlaMint-GB_2021-11-22-commons.u230,-1
ParlaMint-GB_2018-04-30-commons.u217,26
ParlaMint-GB_2020-02-25-commons.u309,25
ParlaMint-GB_2017-11-01-commons.u537,-1
ParlaMint-GB_2016-11-24-commons.u19,26
ParlaMint-GB_2021-07-12-commons.u75,-1
ParlaMint-GB_2019-07-24-commons.u98,26
ParlaMint-GB_2015-12-10-commons.u30,-1
ParlaMint-GB_2015-07-14-commons.u184,26
ParlaMint-GB_2015-01-05-commons.u197,26
ParlaMint-GB_2016-12-12-commons.u22,-1
ParlaMint-GB_2021-02-02-commons.u164,26
ParlaMint-GB_2021-06-21-commons.u279,-1
ParlaMint-GB_2022-03-22-commons.u107,26
ParlaMint-GB_2018-01-19-commons.u117,-1
ParlaMint-GB_2020-05-04-commons.u243,-1
ParlaMint-GB_2020-06-23-commons.u272,-1
ParlaMint-GB_2017-10-18-commons.u232,26
ParlaMint-GB_2018-11-01-commons.u46,-1
ParlaMint-GB_2022-06-13-commons.u174,-1
ParlaMint-GB_2021-09-13-commons.u141,-1
ParlaMint-GB_2018-05-03-commons.u162,26
ParlaMint-GB_2021-02-25-commons.u113,-1
ParlaMint-GB_2015-11-26-commons.u218,26
ParlaMint-GB_2015-06-22-commons.u97,-1
ParlaMint-GB_2019-07-22-commons.u228,26
ParlaMint-GB_2022-04-19-commons.u398,-1
ParlaMint-GB_2021-07-05-commons.u327,-1
ParlaMint-GB_2021-02-11-commons.u254,26
ParlaMint-GB_2021-04-12-commons.u7,26
ParlaMint-GB_2015-06-10-commons.u315,17
ParlaMint-GB_2016-11-16-commons.u192,26
ParlaMint-GB_2016-01-25-commons.u425,-1
ParlaMint-GB_2018-02-06-commons.u107,26
ParlaMint-GB_2017-04-19-commons.u300,-1
ParlaMint-GB_2020-01-20-commons.u177,26
ParlaMint-GB_2015-09-08-commons.u174,-1
ParlaMint-GB_2016-06-08-commons.u302,26
ParlaMint-GB_2015-03-23-commons.u108,-1
ParlaMint-GB_2021-01-06-commons.u360,26
ParlaMint-GB_2018-07-11-commons.u83,26
ParlaMint-GB_2019-02-26-commons.u392,26
ParlaMint-GB_2016-03-21-commons.u110,26
ParlaMint-GB_2020-10-21-commons.u316,-1
ParlaMint-GB_2016-07-14-commons.u181,-1
ParlaMint-GB_2022-07-11-commons.u79,26
ParlaMint-GB_2019-07-15-commons.u66,26
ParlaMint-GB_2015-06-04-commons.u401,-1
ParlaMint-GB_2015-06-22-commons.u423,26
ParlaMint-GB_2021-11-15-commons.u290,26
ParlaMint-GB_2018-03-21-commons.u69,26
ParlaMint-GB_2016-07-21-commons.u160,26
ParlaMint-GB_2019-10-21-commons.u59,26
ParlaMint-GB_2017-02-06-commons.u842,-1
ParlaMint-GB_2018-07-23-commons.u412,26
ParlaMint-GB_2018-06-06-commons.u205,26
ParlaMint-GB_2015-07-20-commons.u216,26
ParlaMint-GB_2022-04-25-commons.u172,-1
ParlaMint-GB_2021-12-06-commons.u293,26
ParlaMint-GB_2018-10-09-commons.u400,26
ParlaMint-GB_2021-12-14-commons.u397,26
ParlaMint-GB_2016-12-15-commons.u198,-1
ParlaMint-GB_2016-03-04-commons.u52,26
ParlaMint-GB_2022-03-15-commons.u29,-1
ParlaMint-GB_2019-07-11-commons.u173,26
ParlaMint-GB_2017-02-28-commons.u115,26
ParlaMint-GB_2020-01-21-commons.u87,26
ParlaMint-GB_2017-02-08-commons.u459,7
ParlaMint-GB_2016-05-10-commons.u270,1
ParlaMint-GB_2017-11-02-commons.u276,26
ParlaMint-GB_2022-03-21-commons.u55,26
ParlaMint-GB_2020-03-18-commons.u317,26
ParlaMint-GB_2019-03-25-commons.u29,-1
ParlaMint-GB_2017-09-12-commons.u521,-1
ParlaMint-GB_2018-12-05-commons.u253,-1
ParlaMint-GB_2018-11-26-commons.u424,-1
ParlaMint-GB_2018-03-13-commons.u107,-1
ParlaMint-GB_2019-12-19-commons.u51,26
ParlaMint-GB_2018-11-21-commons.u245,26
ParlaMint-GB_2020-09-11-commons.u67,26
ParlaMint-GB_2018-06-27-commons.u20,-1
ParlaMint-GB_2017-10-25-commons.u121,26
ParlaMint-GB_2021-02-04-commons.u81,26
ParlaMint-GB_2021-11-22-commons.u60,26
ParlaMint-GB_2020-07-09-commons.u189,26
ParlaMint-GB_2019-03-11-commons.u93,-1
ParlaMint-GB_2018-03-28-commons.u373,26
ParlaMint-GB_2020-09-21-commons.u363,-1
ParlaMint-GB_2018-06-14-commons.u96,26
ParlaMint-GB_2019-03-20-commons.u372,26
ParlaMint-GB_2017-03-02-commons.u62,26
ParlaMint-GB_2016-11-03-commons.u174,18
ParlaMint-GB_2019-03-28-commons.u524,26
ParlaMint-GB_2021-01-12-commons.u140,26
ParlaMint-GB_2017-01-09-commons.u76,26
ParlaMint-GB_2020-11-03-commons.u145,-1
ParlaMint-GB_2021-08-18-commons.u67,26
ParlaMint-GB_2017-11-14-commons.u193,-1
ParlaMint-GB_2018-05-14-commons.u175,-1
ParlaMint-GB_2016-01-13-commons.u43,-1
ParlaMint-GB_2019-05-21-commons.u76,26
ParlaMint-GB_2016-11-23-commons.u280,26
ParlaMint-GB_2022-02-03-commons.u111,26
ParlaMint-GB_2018-12-05-commons.u26,26
ParlaMint-GB_2015-06-25-commons.u73,26
ParlaMint-GB_2016-05-03-commons.u240,26
ParlaMint-GB_2015-06-30-commons.u22,26
